;Datum izida;Angleski naslov filma;Proraèun;Prihodek v ZDA;Prihodek po celem svetu
3455;12/22/1978;Force 10 from Navarone;$5,000,000;$7,100,000;$7,100,000
3456;4/27/2001;The Forsaken;$5,000,000;$6,755,271;$6,755,271
3457;7/21/1989;UHF;$5,000,000;$6,157,157;$6,157,157
3458;5/28/2010;Sea Rex 3D: Journey to a Prehistoric World;$5,000,000;$6,096,582;$16,515,203
3459;1.6.2006;Grandma's Boy;$5,000,000;$6,090,172;$6,590,172
3460;8/14/1998;Slums of Beverly Hills;$5,000,000;$5,502,773;$5,502,773
3461;5/28/1969;C'era una volta il West;$5,000,000;$5,321,508;$5,321,508
3462;7/13/2001;Made;$5,000,000;$5,308,707;$5,476,060
3463;11/19/2004;La mala educación;$5,000,000;$5,211,842;$40,311,842
3464;6.12.2009;Moon;$5,000,000;$5,010,163;$10,676,073
3465;5.12.2006;Keeping Up with the Steins;$5,000,000;$4,339,241;$4,414,154
3466;10.10.1997;The Sweet Hereafter;$5,000,000;$4,306,697;$7,951,247
3467;8.6.2008;Bottle Shock;$5,000,000;$4,078,607;$4,815,890
3468;2/25/2011;Des Hommes et Des Dieux;$5,000,000;$3,954,651;$46,263,525
3469;8/27/1982;Jekyll and Hyde... Together Again;$5,000,000;$3,707,583;$3,707,583
3470;5/13/2011;Everything Must Go;$5,000,000;$2,712,131;$2,712,131
3471;10.10.2014;Kill the Messenger;$5,000,000;$2,436,161;$2,436,161
3472;12/17/2010;Rabbit Hole;$5,000,000;$2,229,058;$5,839,592
3473;1/30/1998;Zero Effect;$5,000,000;$2,080,693;$2,080,693
3474;10/22/2004;The Machinist;$5,000,000;$1,082,044;$8,782,570
3475;9/21/1992;Light Sleeper;$5,000,000;$1,050,861;$1,050,861
3476;9.12.2014;Atlas Shrugged: Who Is John Galt?;$5,000,000;$851,690;$851,690
3477;8/29/2003;Party Monster;$5,000,000;$742,898;$894,030
3478;7/14/2006;The Oh in Ohio;$5,000,000;$418,689;$648,183
3479;2/21/1996;Bottle Rocket;$5,000,000;$407,488;$407,488
3480;1/17/1997;Albino Alligator;$5,000,000;$353,480;$353,480
3481;8.3.2007;Gandhi, My Father;$5,000,000;$240,425;$1,375,194
3482;4/25/2008;Standard Operating Procedure;$5,000,000;$228,830;$228,830
3483;9/30/2011;Tucker & Dale vs. Evil;$5,000,000;$223,838;$5,476,793
3484;3/27/1998;No Looking Back;$5,000,000;$143,273;$143,273
3485;6/13/2003;Tycoon;$5,000,000;$121,016;$121,016
3486;6.4.1999;Desert Blue;$5,000,000;$99,147;$99,147
3487;2/27/2004;Decoys;$5,000,000;$84,733;$96,760
3488;11/16/2007;Redacted;$5,000,000;$65,388;$765,388
3489;10/17/2014;Rudderless;$5,000,000;$56,001;$56,001
3490;1/28/2005;Fascination;$5,000,000;$16,670;$83,356
3491;8/14/2009;Grace;$5,000,000;$8,297;$8,297
3492;12/31/2014;Area 51;$5,000,000;$0;$0
3493;12/31/2015;Yoga Hosers;$5,000,000;$0;$0
3494;8/18/2014;Henry & Me;$5,000,000;$0;$0
3495;2/17/2009;Dead Like Me: Life After Death;$5,000,000;$0;$0
3496;1/30/2007;Farce of the Penguins;$5,000,000;$0;$0
3497;12/31/2013;Born of War;$5,000,000;$0;$0
3498;8/29/2008;Obsluhoval jsem anglického krále;$4,900,000;$617,228;$7,174,984
3499;1/18/2008;All Hat;$4,900,000;$15,198;$15,198
3500;11/20/1996;Sling Blade;$4,833,610;$24,475,416;$34,175,000
3501;1.6.2006;Hostel;$4,800,000;$47,326,473;$82,241,110
3502;9/30/2011;Take Shelter;$4,750,000;$1,728,953;$3,128,953
3503;1/27/2006;Tristram Shandy: A Cock and Bull Story;$4,750,000;$1,253,413;$3,061,763
3504;8/22/1986;The Texas Chainsaw Massacre 2;$4,700,000;$8,025,872;$8,025,872
3505;4/22/1988;Lady in White;$4,700,000;$1,705,139;$1,705,139
3506;10/13/2006;Driving Lessons;$4,700,000;$239,962;$239,962
3507;5/23/1973;Pat Garrett and Billy the Kid;$4,638,783;$8,000,000;$11,000,000
3508;7/16/2004;Camping Sauvage;$4,600,000;$3,479,302;$3,479,302
3509;9/14/2012;Barfi;$4,600,000;$2,804,874;$36,751,984
3510;3.4.2005;Dear Frankie;$4,600,000;$1,340,891;$3,147,385
3511;6/24/2011;Le nom des gens;$4,600,000;$514,237;$9,261,711
3512;5/28/2008;Savage Grace;$4,600,000;$434,417;$968,805
3513;10/19/2007;Out of the Blue;$4,600,000;$728;$731,767
3514;3/23/1984;Police Academy;$4,500,000;$81,198,894;$81,198,894
3515;3.9.1994;Four Weddings and a Funeral;$4,500,000;$52,700,832;$242,895,809
3516;8/13/1982;Fast Times at Ridgemont High;$4,500,000;$27,092,880;$27,092,880
3517;9/28/1996;Secrets & Lies;$4,500,000;$13,417,292;$13,417,292
3518;12/19/2002;25th Hour;$4,500,000;$13,084,595;$25,344,490
3519;1.1.1956;Moby Dick;$4,500,000;$10,400,000;$10,400,000
3520;10.4.1996;Bound;$4,500,000;$3,802,260;$7,011,317
3521;10.6.2000;Requiem for a Dream;$4,500,000;$3,635,482;$7,390,108
3522;3.9.1962;State Fair;$4,500,000;$3,500,000;$3,500,000
3523;10/24/2008;L?t den rätte komma in;$4,500,000;$2,122,085;$12,247,682
3524;2.12.1999;Tango;$4,500,000;$1,687,311;$5,428,387
3525;4/23/1986;Salvador;$4,500,000;$1,500,000;$1,500,000
3526;9.2.2011;Salvando al Soldado Perez;$4,500,000;$1,400,726;$9,330,465
3527;10/26/2001;Donnie Darko;$4,500,000;$1,270,522;$7,696,529
3528;3/27/1998;Karakter;$4,500,000;$713,413;$713,413
3529;8/19/2011;Mozart's Sister;$4,500,000;$707,885;$707,885
3530;3/14/2003;Spun;$4,500,000;$410,241;$1,022,649
3531;7/23/2010;Life During Wartime;$4,500,000;$281,447;$281,447
3532;5.4.2006;Chinjeolhan geumjassi;$4,500,000;$211,667;$23,471,871
3533;10.7.2011;Blackthorn;$4,500,000;$200,558;$1,217,307
3534;4/18/2003;Lilja 4-ever;$4,500,000;$181,655;$4,762,172
3535;4.9.2010;After.Life;$4,500,000;$108,596;$2,481,925
3536;2/22/2002;Mean Machine;$4,500,000;$92,723;$92,723
3537;8/31/2007;Fong juk;$4,500,000;$51,957;$51,957
3538;9.5.2014;Falcon Rising;$4,500,000;$11,774;$11,774
3539;11.7.2014;Fugly!;$4,500,000;$0;$0
3540;11/19/1975;One Flew Over the Cuckoo's Nest;$4,400,000;$108,981,275;$108,981,275
3541;6/25/1976;Silent Movie;$4,400,000;$36,145,695;$36,145,695
3542;6.6.2014;Anna;$4,357,373;$0;$0
3543;6.6.2003;Whale Rider;$4,300,000;$20,779,666;$39,892,476
3544;6/13/2001;Sexy Beast;$4,300,000;$6,946,056;$10,154,577
3545;12.4.2009;Paa;$4,300,000;$199,228;$9,791,282
3546;10/19/1990;Night of the Living Dead;$4,200,000;$5,835,247;$5,835,247
3547;2/17/2006;Nochnoy dozor;$4,200,000;$1,502,188;$33,913,542
3548;8/13/2010;Animal Kingdom;$4,200,000;$1,044,039;$8,078,683
3549;5/28/2010;George A. Romero's Survival of the Dead;$4,200,000;$101,740;$101,740
3550;10/21/2011;Cargo;$4,200,000;$0;$313,230
3551;5/23/2006;High School Musical;$4,200,000;$0;$0
3552;3.6.1998;Love and Death on Long Island;$4,030,000;$2,542,264;$2,542,264
3553;3/19/1982;Porky's;$4,000,000;$109,492,484;$109,492,484
3554;2.5.1953;Peter Pan;$4,000,000;$87,400,000;$87,400,000
3555;11/25/1992;The Crying Game;$4,000,000;$62,546,695;$62,546,695
3556;9.12.2003;Lost in Translation;$4,000,000;$44,585,453;$112,550,685
3557;4/20/1977;Annie Hall;$4,000,000;$38,251,425;$38,251,425
3558;1.10.1952;The Greatest Show on Earth;$4,000,000;$36,000,000;$36,000,000
3559;10/27/1995;Leaving Las Vegas;$4,000,000;$31,983,777;$49,800,000
3560;12/26/2001;Monster's Ball;$4,000,000;$31,273,922;$43,766,463
3561;1.1.1960;Exodus;$4,000,000;$21,750,000;$21,750,000
3562;7.9.2010;The Kids Are All Right;$4,000,000;$20,811,365;$36,275,469
3563;8/17/1979;The Life of Brian;$4,000,000;$20,008,693;$20,008,693
3564;4/18/2014;A Haunted House 2;$4,000,000;$17,329,487;$21,206,861
3565;3.1.2013;The Last Exorcism Part II;$4,000,000;$15,179,303;$25,448,707
3566;12/17/1974;The Front Page;$4,000,000;$15,000,000;$15,000,000
3567;1.1.1956;Trapeze;$4,000,000;$14,400,000;$14,400,000
3568;8/16/1985;The Return of the Living Dead;$4,000,000;$14,237,880;$14,237,880
3569;6/25/2004;De-Lovely;$4,000,000;$13,337,299;$18,524,496
3570;11.4.1988;They Live;$4,000,000;$13,000,000;$13,000,000
3571;8.4.2000;Saving Grace;$4,000,000;$12,178,602;$27,786,849
3572;8.8.1963;The Great Escape;$4,000,000;$11,744,471;$11,744,471
3573;2.6.2004;What the #$'! Do We Know;$4,000,000;$10,941,801;$10,941,801
3574;7/28/2006;Scoop;$4,000,000;$10,525,717;$39,375,361
3575;11/14/2001;The Wash;$4,000,000;$10,097,096;$10,097,096
3576;3.1.2000;3 Strikes;$4,000,000;$9,821,335;$9,821,335
3577;4.11.2008;The Visitor;$4,000,000;$9,427,026;$19,174,817
3578;11/26/2003;The Cooler;$4,000,000;$8,291,572;$10,464,788
3579;1.1.1961;The Misfits;$4,000,000;$8,200,000;$8,200,000
3580;8.4.2006;The Night Listener;$4,000,000;$7,836,393;$10,770,993
3581;2.3.1995;The Jerky Boys;$4,000,000;$7,555,256;$7,555,256
3582;12/28/2007;El orfanato;$4,000,000;$7,159,147;$79,673,704
3583;5/25/2007;Bug;$4,000,000;$7,006,708;$8,302,995
3584;10.11.2002;The Rules of Attraction;$4,000,000;$6,525,762;$11,799,060
3585;12/19/1969;Topaz;$4,000,000;$6,000,000;$6,000,000
3586;11/17/2006;Let's Go to Prison;$4,000,000;$4,630,045;$4,630,045
3587;12/25/1995;Four Rooms;$4,000,000;$4,301,000;$4,301,000
3588;4/25/2003;The Real Cancun;$4,000,000;$3,816,594;$3,816,594
3589;12.1.1988;Talk Radio;$4,000,000;$3,468,572;$3,468,572
3590;1/31/1997;Waiting for Guffman;$4,000,000;$2,922,988;$2,922,988
3591;9.10.1999;Love Stinks;$4,000,000;$2,793,776;$2,793,776
3592;6/22/2007;You Kill Me;$4,000,000;$2,426,851;$3,858,964
3593;6/17/2011;The Art of Getting By;$4,000,000;$1,430,241;$1,791,059
3594;9/16/2005;Thumbsucker;$4,000,000;$1,328,679;$1,919,197
3595;3.5.2011;Red State;$4,000,000;$1,065,429;$1,065,429
3596;9/30/2005;MirrorMask;$4,000,000;$864,959;$963,224
3597;3/31/1987;Barbarians, The;$4,000,000;$800,000;$800,000
3598;10/17/2012;Holy Motors;$4,000,000;$641,054;$1,624,852
3599;2/28/2003;Poolhall Junkies;$4,000,000;$563,711;$563,711
3600;5/28/1999;The Loss of Sexual Innocence;$4,000,000;$399,793;$399,793
3601;3.4.1988;Prison;$4,000,000;$354,704;$354,704
3602;5.1.1998;Shooting Fish;$4,000,000;$302,204;$302,204
3603;5.8.2009;Adoration;$4,000,000;$294,244;$384,244
3604;8.4.2000;Psycho Beach Party;$4,000,000;$267,972;$267,972
3605;1/28/2000;The Big Tease;$4,000,000;$185,577;$185,577
3606;7/25/2003;Mondays in the Sun;$4,000,000;$146,402;$146,402
3607;4.1.2011;Trust;$4,000,000;$120,016;$120,016
3608;12/22/2000;An Everlasting Piece;$4,000,000;$75,078;$75,078
3609;3/26/1999;Among Giants;$4,000,000;$64,359;$64,359
3610;7/16/1999;The Velocity of Gary;$4,000,000;$34,145;$34,145
3611;12/27/2002;Sonny;$4,000,000;$17,639;$17,639
3612;6/20/1997;The Last Time I Committed Suicide;$4,000,000;$12,836;$12,836
3613;11/18/2011;Another Happy Day;$4,000,000;$9,120;$978,527
3614;3/20/2012;A Lonely Place to Die;$4,000,000;$0;$442,550
3615;6.1.2012;The Loved Ones;$4,000,000;$0;$0
3616;11.9.1972;1776;$4,000,000;$0;$0
3617;12/31/2012;The Helpers;$4,000,000;$0;$0
3618;12/31/2003;Nothing;$4,000,000;$0;$0
3619;1.1.1930;Hell's Angels;$4,000,000;$0;$0
3620;12/31/2013;Geograf globus propil;$4,000,000;$0;$0
3621;7.11.2014;The Perfect Wave;$4,000,000;$0;$0
3622;8/26/2008;Purple Violets;$4,000,000;$0;$0
3623;12/15/1939;Gone with the Wind;$3,900,000;$198,680,470;$390,525,192
3624;12.12.1966;A Man for All Seasons;$3,900,000;$28,350,000;$28,350,000
3625;12/30/1925;Ben-Hur;$3,900,000;$9,000,000;$9,000,000
3626;1.1.1976;Network;$3,800,000;$23,689,877;$23,689,877
3627;1/14/2011;Down for Life;$3,800,000;$41,914;$41,914
3628;4/30/2010;The Good Heart;$3,800,000;$20,930;$340,930
3629;4.7.1965;Major Dundee;$3,800,000;$14,873;$14,873
3630;5/17/1950;Annie Get Your Gun;$3,768,785;$8,000,000;$8,000,000
3631;8.11.2006;Casa de Areia;$3,750,000;$539,285;$1,178,175
3632;2/19/2010;Defendor;$3,750,000;$44,462;$44,462
3633;5/13/1970;The Ballad of Cable Hogue;$3,716,946;$3,500,000;$5,000,000
3634;1.1.1948;The Pirate;$3,700,000;$2,956,000;$2,956,000
3635;11/21/2006;The History Boys;$3,700,000;$2,730,296;$13,447,998
3636;11.3.2006;Unknown;$3,700,000;$26,403;$3,355,048
3637;5/25/1969;Midnight Cowboy;$3,600,000;$44,785,053;$44,785,053
3638;7.4.1980;Airplane!;$3,500,000;$83,453,539;$83,453,539
3639;1.1.1970;M*A*S*H;$3,500,000;$81,600,000;$81,600,000
3640;8/13/1997;The Full Monty;$3,500,000;$45,950,122;$257,938,649
3641;5/26/1993;Menace II Society;$3,500,000;$27,731,527;$27,731,527
3642;4/26/1995;Friday;$3,500,000;$27,467,564;$27,936,778
3643;12.6.2002;Empire;$3,500,000;$17,504,595;$18,495,444
3644;2/22/2013;Dark Skies;$3,500,000;$17,418,667;$27,704,111
3645;5.1.1987;Creepshow 2;$3,500,000;$14,000,000;$14,000,000
3646;1.1.1967;In Cold Blood;$3,500,000;$13,000,000;$13,000,000
3647;1.1.1959;The Nun's Story;$3,500,000;$12,800,000;$12,800,000
3648;6/21/1972;Frenzy;$3,500,000;$12,600,000;$12,600,000
3649;2/23/1966;Harper;$3,500,000;$12,000,000;$12,000,000
3650;5/27/1998;I Got the Hook-Up!;$3,500,000;$10,317,779;$10,317,779
3651;8/23/1996;She's the One;$3,500,000;$9,482,579;$13,795,053
3652;1.1.1980;Terror Train;$3,500,000;$8,000,000;$8,000,000
3653;11.6.1998;Gods and Monsters;$3,500,000;$6,451,628;$6,451,628
3654;4/16/2010;El secreto de sus ojos;$3,500,000;$6,391,436;$40,527,719
3655;3/13/1987;Evil Dead II;$3,500,000;$5,923,044;$5,923,044
3656;7.3.1985;Day of the Dead;$3,500,000;$5,804,262;$34,004,262
3657;6/29/2001;Pootie Tang;$3,500,000;$3,293,258;$3,293,258
3658;4/19/2000;La otra conquista;$3,500,000;$886,410;$886,410
3659;6.10.2011;Trolljegeren;$3,500,000;$253,444;$365,568
3660;9/14/2007;Ira and Abby;$3,500,000;$221,096;$221,096
3661;2/17/2006;Winter Passing;$3,500,000;$107,492;$113,783
3662;3/25/2005;D.E.B.S.;$3,500,000;$96,793;$96,793
3663;6/26/2009;Surveillance;$3,500,000;$27,349;$1,396,395
3664;9/17/1999;Taxman;$3,500,000;$9,871;$9,871
3665;1/29/2013;Batman: The Dark Knight Returns, Part 2;$3,500,000;$0;$0
3666;6/28/2011;0,092361111;$3,500,000;$0;$0
3667;11.7.2006;Secret, The;$3,500,000;$0;$0
3668;3.11.2014;In the Name of the King III;$3,500,000;$0;$0
3669;5/17/2013;Jagten;$3,450,000;$687,185;$687,185
3670;6/24/2005;La marche de l'empereur;$3,400,000;$77,437,223;$129,437,223
3671;12/23/1977;High Anxiety;$3,400,000;$31,063,038;$31,063,038
3672;10/21/2011;Margin Call;$3,400,000;$5,353,586;$17,872,206
3673;9/26/2008;Choke;$3,400,000;$2,926,565;$4,124,277
3674;4/23/2004;L'incomparable mademoiselle C.;$3,400,000;$493,905;$493,905
3675;7.11.2008;August;$3,400,000;$12,636;$12,636
3676;10/26/2007;Bella;$3,300,000;$8,093,373;$12,405,473
3677;1/17/2003;Cidade de Deus;$3,300,000;$7,563,397;$32,059,295
3678;10.10.2014;Whiplash;$3,300,000;$3,226,527;$4,127,619
3679;5.5.2000;Human Traffic;$3,300,000;$104,257;$5,422,740
3680;12/29/2006;The Dead Girl;$3,300,000;$19,875;$19,875
3681;11/18/1983;A Christmas Story;$3,250,000;$20,605,209;$20,605,209
3682;8/20/1982;Class of 1984;$3,250,000;$6,965,361;$6,965,361
3683;1/30/2009;Entre les murs;$3,250,000;$3,766,810;$34,114,067
3684;10/29/1999;Dreaming of Joseph Lees;$3,250,000;$7,680;$7,680
3685;6.12.1968;Rosemary's Baby;$3,200,000;$33,395,426;$33,395,426
3686;1.1.1962;The Man Who Shot Liberty Valance;$3,200,000;$8,000,000;$8,000,000
3687;7/16/2004;Maria Full of Grace;$3,200,000;$6,529,624;$14,441,158
3688;6.3.2011;Beginners;$3,200,000;$5,790,894;$14,314,407
3689;7/29/2009;Adam;$3,200,000;$2,277,396;$2,828,590
3690;9/22/2006;Feast;$3,200,000;$56,131;$341,808
3691;1.1.1946;It's a Wonderful Life;$3,180,000;$6,600,000;$6,600,000
3692;7/19/1996;Trainspotting;$3,100,000;$16,501,785;$24,000,785
3693;4.12.2013;Antiviral;$3,100,000;$0;$123,407
3694;7/28/1978;National Lampoon's Animal House;$3,000,000;$141,600,000;$141,600,000
3695;10/20/2010;Paranormal Activity 2;$3,000,000;$84,752,907;$177,512,032
3696;6.7.2013;The Purge;$3,000,000;$64,473,115;$91,185,493
3697;12/22/1964;Goldfinger;$3,000,000;$51,100,000;$124,900,000
3698;10.12.2012;Sinister;$3,000,000;$48,086,903;$87,727,807
3699;8/18/2000;The Original Kings of Comedy;$3,000,000;$38,168,022;$38,236,338
3700;12/18/1957;The Bridge on the River Kwai;$3,000,000;$33,300,000;$33,300,000
3701;1.1.1978;Coming Home;$3,000,000;$32,653,000;$32,653,000
3702;11/20/1998;Waking Ned Devine;$3,000,000;$24,793,251;$55,193,251
3703;8.1.1997;Air Bud;$3,000,000;$24,646,936;$27,788,649
3704;10.11.2002;Bowling for Columbine;$3,000,000;$21,576,018;$58,240,487
3705;11.1.1985;A Nightmare On Elm Street Part 2: Freddy's Revenge;$3,000,000;$21,163,999;$21,163,999
3706;3.7.1986;A Room with a View;$3,000,000;$20,966,644;$20,966,644
3707;6.10.1975;Love and Death;$3,000,000;$20,123,742;$20,123,742
3708;8.1.1986;Friday the 13th Part VI: Jason Lives;$3,000,000;$19,472,057;$19,472,057
3709;8.2.2002;Martin Lawrence Live: RunTelDat;$3,000,000;$19,184,820;$19,184,820
3710;1.1.1960;The Apartment;$3,000,000;$18,600,000;$24,600,000
3711;2/15/2002;Super Troopers;$3,000,000;$18,492,362;$23,046,142
3712;9/20/1958;Cat on a Hot Tin Roof;$3,000,000;$17,570,324;$17,570,324
3713;5/26/1970;Beneath the Planet of the Apes;$3,000,000;$17,489,009;$17,489,009
3714;4.6.2001;Pokemon 3: The Movie;$3,000,000;$17,052,128;$68,452,128
3715;8/13/1993;Jason Goes to Hell: The Final Friday;$3,000,000;$15,935,068;$15,935,068
3716;4/27/1990;Spaced Invaders;$3,000,000;$15,000,000;$15,000,000
3717;4.9.1976;Family Plot;$3,000,000;$13,200,000;$13,200,000
3718;7/16/1966;Torn Curtain;$3,000,000;$13,000,000;$13,000,000
3719;3.3.2006;Dave Chappelle's Block Party;$3,000,000;$11,718,595;$12,051,924
3720;10/25/1985;Krush Groove;$3,000,000;$11,052,713;$11,052,713
3721;1.1.1960;Elmer Gantry;$3,000,000;$10,400,000;$10,400,000
3722;5.8.2009;Next Day Air;$3,000,000;$10,027,047;$10,172,519
3723;5.12.1999;Trippin';$3,000,000;$9,017,070;$9,017,070
3724;1.1.1948;Red River;$3,000,000;$9,012,000;$9,012,000
3725;8.8.2001;The Deep End;$3,000,000;$8,823,109;$10,091,739
3726;5/24/2013;Before Midnight;$3,000,000;$8,110,621;$20,737,030
3727;11/20/1987;Teen Wolf Too;$3,000,000;$7,888,000;$7,888,000
3728;4.7.2006;Phat Girlz;$3,000,000;$7,061,128;$7,301,080
3729;7.8.1988;Phantasm II;$3,000,000;$7,000,000;$7,000,000
3730;10/18/2002;Real Women Have Curves;$3,000,000;$5,853,194;$5,853,194
3731;8/28/1981;Gallipoli;$3,000,000;$5,732,587;$5,732,587
3732;4/28/2006;Water;$3,000,000;$5,529,144;$11,322,573
3733;4/14/2000;East is East;$3,000,000;$4,170,647;$30,438,635
3734;9.1.2000;Whipped;$3,000,000;$4,142,507;$4,142,507
3735;2/28/1997;Kama Sutra;$3,000,000;$4,109,095;$4,109,095
3736;4/30/2010;Please Give;$3,000,000;$4,033,574;$4,570,178
3737;6/30/1971;Willy Wonka & the Chocolate Factory;$3,000,000;$4,000,000;$4,000,000
3738;9/24/1993;Warlock: The Armageddon;$3,000,000;$3,902,679;$3,902,679
3739;4/18/1997;8 Heads in a Duffel Bag;$3,000,000;$3,602,884;$4,002,884
3740;9/13/1978;Days of Heaven;$3,000,000;$3,446,749;$3,660,880
3741;5/24/2002;Thirteen Conversations About One Thing;$3,000,000;$3,287,435;$3,705,923
3742;2/19/1999;Jawbreaker;$3,000,000;$3,076,820;$3,076,820
3743;8.9.1996;Basquiat;$3,000,000;$2,962,051;$2,962,051
3744;2/24/2006;Tsotsi;$3,000,000;$2,912,606;$11,537,539
3745;4.9.2010;Letters to God;$3,000,000;$2,848,587;$2,908,902
3746;10/16/1998;Happiness;$3,000,000;$2,746,453;$5,746,453
3747;4.4.2003;DysFunkTional Family;$3,000,000;$2,255,000;$2,255,000
3748;4.6.2012;Damsels in Distress;$3,000,000;$1,007,535;$1,324,299
3749;5.6.2011;Hobo with a Shotgun;$3,000,000;$703,372;$834,953
3750;9.7.2012;Bachelorette;$3,000,000;$446,770;$12,577,401
3751;1/15/2010;Fish Tank;$3,000,000;$374,675;$5,922,292
3752;9.9.2011;Creature;$3,000,000;$331,000;$331,000
3753;8/23/1996;Freeway;$3,000,000;$295,493;$295,493
3754;10.6.2006;Love's Abiding Joy;$3,000,000;$252,726;$252,726
3755;2.12.1993;Braindead;$3,000,000;$242,623;$242,623
3756;10.1.2010;Chain Letter;$3,000,000;$205,842;$1,022,453
3757;3/26/2010;The Eclipse;$3,000,000;$133,411;$133,411
3758;3/21/2008;The Grand;$3,000,000;$115,879;$115,879
3759;3/17/2006;Sommersturm;$3,000,000;$95,204;$95,204
3760;8/15/2014;Fort McCoy;$3,000,000;$78,948;$78,948
3761;8.4.1999;The Gambler;$3,000,000;$51,773;$101,773
3762;10/13/2000;Just Looking;$3,000,000;$39,852;$39,852
3763;1/13/2012;The Divide;$3,000,000;$18,000;$18,000
3764;9.9.2011;Tanner Hall;$3,000,000;$5,073;$5,073
3765;9/30/2005;My Big Fat Independent Movie;$3,000,000;$4,655;$4,655
3766;4/15/2008;? L'Intérieur;$3,000,000;$0;$895,932
3767;10/27/2014;Iguana;$3,000,000;$0;$0
3768;7.8.2014;Point Blank;$3,000,000;$0;$0
3769;1/15/2013;30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo;$3,000,000;$0;$0
3770;12/31/2013;Enter the Dangerous Mind;$3,000,000;$0;$0
3771;12/31/2014;Demonic;$3,000,000;$0;$0
3772;7/28/1951;Alice in Wonderland;$3,000,000;$0;$0
3773;12/31/2013;Something Wicked;$3,000,000;$0;$0
3774;12/31/2009;Chicago Overcoat;$3,000,000;$0;$0
3775;2/15/1950;Cinderella;$2,900,000;$85,000,000;$85,000,000
3776;11/20/1998;Central do Brasil;$2,900,000;$5,969,553;$17,006,158
3777;1.1.1961;Pocketful of Miracles;$2,900,000;$5,000,000;$5,000,000
3778;3/24/2006;Boynton Beach Club;$2,900,000;$3,127,472;$3,127,472
3779;10.1.2010;Freakonomics;$2,900,000;$101,270;$117,270
3780;3/29/1959;Some Like it Hot;$2,883,848;$25,000,000;$25,000,000
3781;6.10.2005;High Tension;$2,850,000;$3,681,066;$6,435,262
3782;12/15/1974;Young Frankenstein;$2,800,000;$86,300,000;$86,300,000
3783;6/25/1976;The Omen;$2,800,000;$48,570,885;$48,570,885
3784;7/22/2005;Hustle & Flow;$2,800,000;$22,202,809;$23,563,727
3785;5/13/1988;Friday the 13th Part VII: The New Blood;$2,800,000;$19,170,001;$19,170,001
3786;9/15/2006;Artie Lange's Beer League;$2,800,000;$475,000;$475,000
3787;8/25/1939;The Wizard of Oz;$2,777,000;$33,711,566;$33,711,566
3788;2/15/2008;Diary of the Dead;$2,750,000;$952,620;$5,394,447
3789;10/17/1979;The Black Stallion;$2,700,000;$37,799,643;$37,799,643
3790;6/13/1997;Ulee's Gold;$2,700,000;$9,054,736;$15,600,000
3791;9.1.2006;Lage Raho Munna Bhai;$2,700,000;$2,217,561;$31,517,561
3792;12/31/2008;Rejsen til Saturn;$2,700,000;$0;$2,783,634
3793;1.1.1963;Donovan's Reef;$2,686,000;$6,600,000;$6,600,000
3794;1/16/1998;The Dress;$2,650,000;$16,556;$16,556
3795;12/24/1943;A Guy Named Joe;$2,627,000;$5,363,000;$5,363,000
3796;1.1.1974;Blazing Saddles;$2,600,000;$119,500,000;$119,500,000
3797;4/13/1984;Friday the 13th Part IV: The Final Chapter;$2,600,000;$32,980,880;$32,980,880
3798;1.1.1987;Maurice;$2,600,000;$3,130,592;$3,130,592
3799;7.9.2004;Riding Giants;$2,600,000;$2,276,368;$3,216,111
3800;12.12.2008;Los Cronocrímenes;$2,600,000;$39,127;$564,474
3801;12/31/2008;Silver Medalist;$2,600,000;$0;$0
3802;12.7.2007;Timber Falls;$2,600,000;$0;$0
3803;4.10.1952;Singin' in the Rain;$2,540,000;$7,200,000;$7,200,000
3804;1.11.2013;A Haunted House;$2,500,000;$40,041,683;$59,922,558
3805;7/13/2012;2016: Obama’s America;$2,500,000;$33,349,941;$33,349,941
3806;7.3.2013;Kevin Hart: Let Me Explain;$2,500,000;$32,244,051;$32,327,255
3807;7/28/2004;Garden State;$2,500,000;$26,782,316;$36,028,802
3808;10.4.1996;That Thing You Do!;$2,500,000;$25,857,416;$34,557,416
3809;10/30/1981;Halloween II;$2,500,000;$25,533,818;$25,533,818
3810;10/22/1982;Halloween 3: Season of the Witch;$2,500,000;$14,400,000;$14,400,000
3811;10.1.2008;Religulous;$2,500,000;$13,011,160;$13,136,074
3812;1.1.1971;Escape from the Planet of the Apes;$2,500,000;$12,300,000;$12,300,000
3813;5/29/1963;Hud;$2,500,000;$10,000,000;$10,000,000
3814;8.2.2013;The Spectacular Now;$2,500,000;$6,852,971;$6,916,951
3815;9/29/1991;My Own Private Idaho;$2,500,000;$6,401,336;$6,401,336
3816;1/27/1995;Before Sunrise;$2,500,000;$5,274,005;$5,274,005
3817;10.3.2003;Sur Le Seuil;$2,500,000;$2,013,052;$2,013,052
3818;6/16/2000;Jesus' Son;$2,500,000;$1,282,084;$1,687,548
3819;5/27/2005;Saving Face;$2,500,000;$1,187,266;$1,387,266
3820;6/20/2008;Brick Lane;$2,500,000;$1,094,998;$3,838,486
3821;9/26/2003;My Life Without Me;$2,500,000;$432,360;$9,476,113
3822;3/31/2006;Marilyn Hotchkiss' Ballroom Dancing and Charm School;$2,500,000;$349,132;$497,195
3823;4.1.2011;Super;$2,500,000;$327,716;$518,362
